symbol,sector,industry,website,longBusinessSummary,address1,city,state,zip,country,latitude,longitude,fullTimeEmployees
ZING,Financial Services,Shell Companies,,"FTAC Zeus Acquisition Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was formerly known as FTAC Hera Acquisition Corp. and changed its name to FTAC Zeus Acquisition Corp. in February 2021. FTAC Zeus Acquisition Corp. was incorporated in 2020 and is based in Philadelphia, Pennsylvania.",2929 Arch Street,Philadelphia,PA,19104-2870,United States,39.957755985650124,-75.18231997973393,
BFAC,Financial Services,Shell Companies,https://www.futureacquisition.com,"Battery Future Acquisition Corp. does not have significant operations. It intends to effect a merger, capital share exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company intends to search on industries spearheading the shift from fossil fuels to electrification, including companies in the battery value chain. Battery Future Acquisition Corp. was incorporated in 2021 and is based in Miami, Florida.",777 Brickell Avenue,Miami,FL,33131,United States,25.76619399048677,-80.18894599759436,
CFIV,Financial Services,Shell Companies,,"CF Acquisition Corp. IV does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the financial services, healthcare, real estate, technology, and software industries. The company was incorporated in 2020 and is based in New York, New York.",110 East 59th Street,New York,NY,10022,United States,40.76251022087527,-73.96928407902331,
DWAC,Financial Services,Shell Companies,https://www.dwacspac.com,"Digital World Acquisition Corp. does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. It intends to identify on technology-focused companies in the SaaS and technology, or fintech and financial services sector in the Americas. Digital World Acquisition Corp. was incorporated in 2020 and is based in Miami, Florida.",78 SW 7th Street,Miami,FL,33130,United States,25.76715099428182,-80.19376500518702,
NSTC,Financial Services,Shell Companies,https://www.northernstaric3.com,"Northern Star Investment Corp. III does not have significant operations. It focuses on effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses or entities. The company intends to identify business opportunities in the field of direct-to-consumer and digitally-disruptive e-commerce spaces. Northern Star Investment Corp. III was incorporated in 2020 and is based in New York, New York.",The Chrysler Building,New York,NY,10174,United States,40.751630000000034,-73.97535999999997,
CCV,Financial Services,Shell Companies,https://v.churchillcapitalcorp.com,"Churchill Capital Corp V does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was formerly known as One Judith Acquisition Corp. Churchill Capital Corp V was incorporated in 2020 and is based in New York, New York.",640 Fifth Avenue,New York,NY,10019,United States,40.75943959446599,-73.97712400833942,
RMGC,Financial Services,Shell Companies,https://www.rmgacquisition.com/rmgiii,"RMG Acquisition Corp. III does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. RMG Acquisition Corp. III was incorporated in 2020 and is based in Miami Beach, Florida.",57 Ocean,Miami Beach,FL,33140,United States,25.769366602152992,-80.13351931584067,
HCVI,Financial Services,Shell Companies,https://www.hennessycapllc.com/hcic-vi,"Hennessy Capital Investment Corp. VI does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It focuses its search for a target business in the industrial technology sector. Hennessy Capital Investment Corp. VI was incorporated in 2021 and is based in Wilson, Wyoming.",3415 North Pines Way,Wilson,WY,83014,United States,43.52930098005072,-110.84294599054519,
ICNC,Financial Services,Shell Companies,https://www.iconicsportsacq.com,"Iconic Sports Acquisition Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, share purchase, reorganization, or similar business combination. The company focuses on acquiring business in the global sports industry. The company was incorporated in 2021 and is based in London, the United Kingdom.",190 Elgin Avenue,London,,KY1-9008,United Kingdom,51.527599709707076,-0.19086762380873162,
IVCB,Financial Services,Shell Companies,https://www.investcorpspac.com/eu1,"Investcorp Europe Acquisition Corp I does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other transaction with one or more businesses or assets in the business services, consumer and lifestyle, niche manufacturing, and technology sectors in Western Europe. The company was formerly known as Investcorp Asia Acquisition Corp I and changed its name to Investcorp Europe Acquisition Corp I in October 2021. Investcorp Europe Acquisition Corp I was incorporated in 2021 and is based in George Town, the Cayman Islands. Investcorp Europe Acquisition Corp I is a subsidiary of Europe Acquisition Holdings Limited.",Cricket Square,George Town,,KY1-1102,Cayman Islands,19.28740721174016,-81.35782872608766,
CPAA,Financial Services,Shell Companies,https://www.conyers-park.com,"Conyers Park III Acquisition Corp. does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to focus on the consumer sector and consumer-related businesses. The company was incorporated in 2021 and is based in Naples, Florida.",999 Vanderbilt Beach Road,Naples,FL,34108,United States,26.2511849898152,-81.7993230008517,
PSPC,Financial Services,Shell Companies,https://www.postpspc.com,"Post Holdings Partnering Corporation does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, and similar partnering transaction with one or more businesses. The company was incorporated in 2021 and is based in Saint Louis, Missouri.",2503 S. Hanley Road,Saint Louis,MO,63144,United States,38.616496999103816,-90.33491599854777,
CNDB,Financial Services,Shell Companies,,"Concord Acquisition Corp III does not have significant operations. It intends to effect a merger, stock exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. Concord Acquisition Corp III was incorporated in 2021 and is based in New York, New York.",477 Madison Avenue,New York,NY,10022,United States,40.75862424483458,-73.9748515067505,
MTVC,Financial Services,Shell Companies,https://www.motivecapitalcorpii.com,"Motive Capital Corp II does not have significant operations. It intends to effect a merger, capital stock exchange, stock purchase, asset acquisition, reorganization, or similar business combination with one or more businesses in the financial software and information services companies. The company was incorporated in 2021 and is based in New York, New York.",7 World Trade Center,New York,NY,10007,United States,40.713339420367646,-74.01181637030645,
RONI,Financial Services,Shell Companies,https://ricespac.com/rac-ii,"Rice Acquisition Corp. II does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. Rice Acquisition Corp. II was incorporated in 2021 and is based in Carnegie, Pennsylvania.",102 East Main Street,Carnegie,PA,15106,United States,40.40730699915778,-80.08653196510231,
TRTL,Financial Services,Shell Companies,https://www.tortoisespac.com/tortoiseecofin-acquisition-corp-iii/,"TortoiseEcofin Acquisition Corp. III does not have significant operations. It intends to effect a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2021 and is based in Overland Park, Kansas.",6363 College Boulevard,Overland Park,KS,66211,United States,38.9269059891472,-94.6595690002011,
NFYS,Financial Services,Shell Companies,https://enphyspac.com,"Enphys Acquisition Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or other similar business combination with one or more businesses. The company intends to focus in the renewable energy sector. Enphys Acquisition Corp. was incorporated in 2021 and is based in New York, New York.",100 Wall Street,New York,NY,10005,United States,40.70520696263071,-74.00708788726809,
ZT,Financial Services,Shell Companies,https://www.zimmerenergy.com,"Zimmer Energy Transition Acquisition Corp. does not have significant operations. The company intends to acquire assets and businesses through a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination. The company was incorporated in 2021 and is based in New York, New York.",9 West 57th Street,New York,NY,10019,United States,40.76379822602672,-73.97518343011625,
ACRO,Financial Services,Shell Companies,https://www.acropolisinfrastructure.com,"Acropolis Infrastructure Acquisition Corp. does not have significant operations. The company intends to effect a merger, consolidation, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses or entities. It intends to focus a business combination target on the infrastructure, infrastructure services, and related sectors in North America. The company was formerly known as Apollo Infrastructure Acquisition Corp. and changed its name to Acropolis Infrastructure Acquisition Corp. in February 2021. Acropolis Infrastructure Acquisition Corp. was incorporated in 2020 and is based in New York, New York.",9 West 57th Street,New York,NY,10019,United States,40.76379822602672,-73.97518343011625,
LITT,Financial Services,Shell Companies,,"Logistics Innovation Technologies Corp. does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company intends to acquire businesses serving the senior market or capable of being repositioned to do so. Logistics Innovation Technologies Corp. was incorporated in 2021 and is based in Atlanta, Georgia.",3495 Piedmont Road North East,Atlanta,GA,30305,United States,33.85246098686589,-84.37485000322333,
SUAC,Financial Services,Shell Companies,https://www.shoulderupacquisition.com,"ShoulderUp Technology Acquisition Corp. does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. The company intends to focuses on identifying businesses in technology and cybersecurity. ShoulderUp Technology Acquisition Corp. was incorporated in 2021 and is based in Kennesaw, Georgia.",125 Townpark Drive,Kennesaw,GA,30144,United States,34.03992501741271,-84.56708199557247,
SLAM,Financial Services,Shell Companies,https://www.slamcorp.com,"Slam Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses or entities. Slam Corp. was incorporated in 2020 and is based in New York, New York.",55 Hudson Yards,New York,NY,10001,United States,40.75524914579245,-74.0013552522293,
KVSA,Financial Services,Shell Companies,https://khoslaventuresacquisitionco.com/kvsa,"Khosla Ventures Acquisition Co. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. Khosla Ventures Acquisition Co. was incorporated in 2021 and is based in Menlo Park, California.",2128 Sand Hill Road,Menlo Park,CA,94025,United States,37.425658012472866,-122.19344903817095,
HCMA,Financial Services,Shell Companies,https://www.hcmacquisition.com,"HCM Acquisition Corp does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. HCM Acquisition Corp was incorporated in 2021 and is based in Stamford, Connecticut.",100 First Stamford Place,Stamford,CT,06902,United States,41.04416925394681,-73.54982442738346,
ENTF,Financial Services,Shell Companies,https://ent40acquisitioncorp.com,"Enterprise 4.0 Technology Acquisition Corp. does not have significant operations. The company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or other similar business combination with one or more businesses. It focuses on technology industry that is aligned with enterprise 4.0 companies comprising cloud native companies, which combines artificial intelligence, intelligent automation, and access to data that delivers actionable insights for enterprise businesses. Enterprise 4.0 Technology Acquisition Corp. was incorporated in 2021 and is based in Palo Alto, California.",630 Ramona Street,Palo Alto,CA,94301,United States,37.44399799380638,-122.1605410157519,
HCNE,Financial Services,Shell Companies,https://jawsspac.com/jaws-hurricane-acquisition,"Jaws Hurricane Acquisition Corporation does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses or entities. Jaws Hurricane Acquisition Corporation was incorporated in 2021 and is based in Miami Beach, Florida.",1601 Washington Avenue,Miami Beach,FL,33139,United States,25.790129981837296,-80.13102696283302,
RRAC,Financial Services,Shell Companies,https://www.rigelresource.com,"Rigel Resource Acquisition Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The company was incorporated in 2021 and is based in New York, New York.",7 Bryant Park,New York,NY,10018,United States,40.753407264479165,-73.98539459984069,
PPYA,Financial Services,Shell Companies,,"Papaya Growth Opportunity Corp. I does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2021 and is based in Oakland, California.",2201 Broadway,Oakland,CA,94612,United States,37.811211979860076,-122.2675100258866,
AHRN,Financial Services,Shell Companies,https://ahrenacq.com,"Ahren Acquisition Corp. does not have significant operations. The company focuses on effecting a merger, asset acquisition, share exchange, share purchase, reorganization, or similar business combination with one or more businesses. It intends to identify and complete a business combination with a company fueled by deep technology and/or deep science. The company was incorporated in 2021 and is based in Grand Cayman, the Cayman Islands.",Boundary Hall,Grand Cayman,,KY1-1102,Cayman Islands,19.29281590900007,-81.36769499999997,
MBSC,Financial Services,Shell Companies,https://www.m3-brigade.com,"M3-Brigade Acquisition III Corp. does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other business combination with one or more businesses. The company was incorporated in 2021 and is based in New York, New York.",1700 Broadway,New York,NY,10019,United States,40.76335008757346,-73.98240125457868,
JUN,Financial Services,Shell Companies,https://www.juniperii.com,"Juniper II Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company intends to focus its search within the industrials sector in North America. Juniper II Corp. was incorporated in 2020 and is based in Palo Alto, California.",3790 El Camino Real,Palo Alto,CA,94306,United States,37.41738100881567,-122.13178899238434,
GOGN,Financial Services,Shell Companies,https://www.gogreeninvestments.com,"GoGreen Investments Corporation does not have significant operations. It intends to effect a merger, share exchange, share purchase, reorganization, or similar business combination with one or more businesses in the power generation, industrial, transportation, or other industries. The company was incorporated in 2021 and is based in Houston, Texas.",One City Centre,Houston,TX,77002,United States,29.756330000000048,-95.36413999999996,
CXAC,Financial Services,Shell Companies,https://c5acquisitions.com,"C5 Acquisition Corporation does not have significant operations. It intends to effect a merger, consolidation, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2021 and is based in Washington, the District of Columbia.",1701 Pennsylvania Avenue NW,Washington,DC,20006,United States,38.89934411221154,-77.03982675310216,
APTM,Financial Services,Shell Companies,https://www.aptmspac.com,"Alpha Partners Technology Merger Corp. does not have significant operations. It focuses on effecting a merger, capital stock exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses. The company was incorporated in 2021 and is based in New York, New York.",Empire State Building,New York,NY,10001,United States,40.74843000000004,-73.98566999999997,
XPDB,Financial Services,Shell Companies,https://www.xpdispac.com,"Power & Digital Infrastructure Acquisition II Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses or entities in the transition energy and renewable sector in North America. The company was incorporated in 2021 and is based in Chicago, Illinois.",321 North Clark Street,Chicago,IL,60654,United States,41.88815099275118,-87.62986596097697,
LGVC,Financial Services,Shell Companies,https://www.lamfglobal.com,"LAMF Global Ventures Corp. I does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company focuses to acquire opportunities in media, entertainment, and sports, as well as e-commerce and technology industries. LAMF Global Ventures Corp. I was incorporated in 2021 and is based in West Hollywood, California.",9255 Sunset Boulevard,West Hollywood,CA,90069,United States,34.09016698323664,-118.39391799568847,
GAMC,Financial Services,Shell Companies,https://www.goldenarrowspac.com,"Golden Arrow Merger Corp. does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the healthcare and healthcare-related infrastructure industries in the United States and other developed countries. Golden Arrow Merger Corp. was incorporated in 2020 and is based in New York, New York.",10 East 53rd Street,New York,NY,10022,United States,40.759995021279906,-73.97521461079606,
NETC,Financial Services,Shell Companies,https://www.nabors-etcorp.com,"Nabors Energy Transition Corp. does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses or entities. It intends to acquire companies in the alternative energy, energy storage, emissions reduction, carbon capture, and utilization and sequestration sectors. The company was incorporated in 2021 and is based in Houston, Texas.",515 West Greens Road,Houston,TX,77067,United States,29.94837400035391,-95.42349498505867,
FWAC,Financial Services,Shell Companies,,"Fifth Wall Acquisition Corp. III does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. It intends to acquire business in the real estate industry. The company was incorporated in 2021 and is based in New York, New York.",1 Little West 12th Street,New York,NY,10014,United States,40.73953446035253,-74.00585013162618,
ATEK,Financial Services,Shell Companies,https://www.athenaspac.com,"Athena Technology Acquisition Corp. II does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company intends to focus on producing fresh water from the air utilizing dehumidification mechanics through direct air-to-water technology. Athena Technology Acquisition Corp. II was incorporated in 2021 and is based in New York, New York.",442 5th Avenue,New York,NY,10018,United States,40.751795173041415,-73.98234861622674,
NFNT,Financial Services,Shell Companies,https://www.infiniteacquisitioncorp.com,"Infinite Acquisition Corp. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization, or similar business combination with one or more businesses. Infinite Acquisition Corp. was incorporated in 2021 and is based in New York, New York.",660 Madison Avenue,New York,NY,10065,United States,40.764684235101896,-73.97080572972577,
KCGI,Financial Services,Shell Companies,https://www.autospac.com,"Kensington Capital Acquisition Corp. V does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. Kensington Capital Acquisition Corp. V was incorporated in 2021 and is based in Westbury, New York.",1400 Old Country Road,Westbury,NY,11590,United States,40.75585863588185,-73.55162138750387,
EVE,Financial Services,Shell Companies,https://www.evemobility.com,"EVe Mobility Acquisition Corp does not have significant operations. The company focuses on effectuating a merger, share exchange, asset acquisition, share purchase, reorganization, or other similar business combination with one or more businesses. It intends to focus on the automotive and mobility industry. The company was incorporated in 2021 and is based in Wilmington, Delaware.",4001 Kennett Pike,Wilmington,DE,19807,United States,39.779226980069296,-75.5971609873684,
PACI,Financial Services,Shell Companies,https://www.proof-paci.com,"PROOF Acquisition Corp I does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. PROOF Acquisition Corp I was incorporated in 2021 and is based in Reston, Virginia.",11911 Freedom Drive,Reston,VA,20190,United States,38.9591357898708,-77.35638634178619,
BMAC,Financial Services,Shell Companies,https://www.blackmountainaq.com,"Black Mountain Acquisition Corp. does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. Black Mountain Acquisition Corp. was incorporated in 2021 and is based in Fort Worth, Texas.",425 Houston Street,Fort Worth,TX,76102,United States,32.75455501058816,-97.3319450380895,
CNDA,Financial Services,Shell Companies,https://concordacquisitioncorp.com,"Concord Acquisition Corp II does not have significant operations. It focuses on effecting a merger, stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2021 and is based in New York, New York.",477 Madison Avenue,New York,NY,10022,United States,40.75862424483458,-73.9748515067505,
JUGG,Financial Services,Shell Companies,https://jawsspac.com/jaws-juggernaut,"JAWS Juggernaut Acquisition Corporation does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities in the wireless communications and related technology/product/service businesses. The company was incorporated in 2020 and is based in Miami Beach, Florida.",1601 Washington Avenue,Miami Beach,FL,33139,United States,25.790129981837296,-80.13102696283302,
BLEU,Financial Services,Shell Companies,https://www.acacia.blue,"bleuacacia ltd does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. It intends to identify business opportunities in the field of premium branded consumer retail. The company was incorporated in 2021 and is based in New York, New York.",500 Fifth Avenue,New York,NY,10110,United States,40.75360686733697,-73.98087680711417,
EMLD,Financial Services,Shell Companies,,"FTAC Emerald Acquisition Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the clean/renewable energy, water sustainability, agricultural technology, shared economy software, and mobility sectors. The company was formerly known as Emerald ESG Acquisition Corp. FTAC Emerald Acquisition Corp. was incorporated in 2021 and is based in Philadelphia, Pennsylvania.",2929 Arch Street,Philadelphia,PA,19104,United States,39.957755985650124,-75.18231997973393,
BACA,Financial Services,Shell Companies,https://www.berensonacquisitioncorp.com,"Berenson Acquisition Corp. I does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It focuses on identifying business combination targets in the software and technology-enabled services industry. The company was incorporated in 2021 and is based in New York, New York.",667 Madison Avenue,New York,NY,10065,United States,40.76462166419469,-73.97023936452821,
MTAL,Financial Services,Shell Companies,https://www.metalsacquisition.com,"Metals Acquisition Corp does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company intends to focus its search on metals and mining businesses. Metals Acquisition Corp was incorporated in 2021 and is based in Grand Cayman, the Cayman Islands.",Century House,Grand Cayman,,KY1-1107,Cayman Islands,19.29281590900007,-81.36769499999997,
PEGR,Financial Services,Shell Companies,https://www.pegyr.com,"Project Energy Reimagined Acquisition Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company intends to focus on the Electric Grid 2.0 sector. Project Energy Reimagined Acquisition Corp. was incorporated in 2021 and is based in Menlo Park, California.",1285 Camino Real,Menlo Park,CA,94025,United States,37.45502799165203,-122.18656196360783,
GFGD,Financial Services,Shell Companies,https://www.g4ginvestment.com,"The Growth for Good Acquisition Corporation does not have significant operations. The company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The Growth for Good Acquisition Corporation was incorporated in 2021 and is based in New York, New York.",12 East 49th Street,New York,NY,10017,United States,40.75737592799467,-73.97687020431127,
PFTA,Financial Services,Shell Companies,https://spac.portagevc.com,"Portage Fintech Acquisition Corporation intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities in the financial technology or financial services ecosystem. Portage Fintech Acquisition Corporation was incorporated in 2021 and is based in New York, New York.",280 Park Avenue,New York,NY,10017,United States,40.75636607630008,-73.97494714426573,
NPAB,Financial Services,Shell Companies,https://npa-corp.com/npa-ii,"New Providence Acquisition Corp. II does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or other similar business combination with one or more businesses in the consumer industry. The company was incorporated in 2020 and is based in Austin, Texas.",10900 Research Boulevard,Austin,TX,78759,United States,30.4021639937545,-97.74720698490142,
GGAA,Financial Services,Shell Companies,https://www.genesisgrowthtechspac.com,"Genesis Growth Tech Acquisition Corp. does not have significant operations. The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. It intends to focus its efforts on identifying technology companies operating primarily within the consumer internet industry in Europe, Israel, the United Arab Emirates, or the United States. The company was incorporated in 2021 and is based in Hergiswil, Switzerland.",Bahnhofstrasse 3,Hergiswil,,6052,Switzerland,46.98115495358647,8.310785073931697,
DNAB,Financial Services,Shell Companies,https://www.socialcapitalsuvrettaholdings.com/transactions/dnab,"Social Capital Suvretta Holdings Corp. II does not have significant operations. The company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses in biotechnology industry. Social Capital Suvretta Holdings Corp. II was incorporated in 2021 and is based in Henderson, Nevada.",2850 West Horizon Ridge Parkway,Henderson,NV,89052,United States,35.999539003707255,-115.1118819672204,
DNAD,Financial Services,Shell Companies,https://www.socialcapitalsuvrettaholdings.com/transactions/dnad,"Social Capital Suvretta Holdings Corp. IV does not have significant operations. The company intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses in the biotechnology industry. Social Capital Suvretta Holdings Corp. IV was incorporated in 2021 and is based in Henderson, Nevada.",2850 West Horizon Ridge Parkway,Henderson,NV,89052,United States,35.999539003707255,-115.1118819672204,
